ID,Title,Content,_wpml_import_language_code,_wpml_import_source_language_code,_wpml_import_translation_group,Summary,Slider_type,Slider_image,Slider_video,Slider_video_thumbnail,"Globe thumbnail image (220x122)","Card Layout","Featured card Image (450x250)","Timeline Thumbnail Image (120x120)","Start Year","End Year (optional)","Historical Context",Location,"Company (Optional)","Company Logo (140x60) (Optional)","Era Highlight (optional)","Highlight Text","Publish To Live","Publish To Staging",Date,Status,Slug
66529,"2000 - Abdul Latif Jameel Motors opens in Qingdao, China","<p>Abdul Latif Jameel Motors opens a new Toyota dealership in Qingdao, China, a major sub-provincial city in eastern Shandong province, expaning its Chinese network</p>",en,,668478,"<p>Qingdao is a major sub-provincial city and port in eastern Shandong province, China</p>",image,https://media.alj.com/app/uploads/2020/07/big-motor-qingdao.jpg,,,https://media.alj.com/app/uploads/2020/07/globe-motor-qingdao.jpg,big-image,https://media.alj.com/app/uploads/2020/07/2000-A-new-Toyota-dealership-opens-in-Qingdao-China.jpg,https://media.alj.com/app/uploads/2020/07/2000-A-new-Toyota-dealership-opens-in-Qingdao-China.jpg,01/01/2000,,alj,CN,,,,,1,1,"2020-07-01 11:46:17",publish,abdul-latif-jameel-motors-opens-a-new-dealership-in-qingdao-china
66531,"2001 - Abdul Latif Jameel established manufacturing JV with DENSO (Japan) for Saudi Arabia","<p>Abdul Latif Jameel established manufacturing joint venture with global automotive components manufacturer DENSO (Japan), one of Toyota’s key partners, for Saudi Arabia.</p>",en,,668479,"<p>Joint venture with with DENSO  brings manufacturing of HVAC products to Saudi Arabia</p>",image|image|image,https://media.alj.com/app/uploads/2020/07/big-denso-1.jpg|https://media.alj.com/app/uploads/2020/07/big-denso-2.jpg|https://media.alj.com/app/uploads/2020/07/big-denso-3.jpg,||,||,https://media.alj.com/app/uploads/2020/07/globe-denso.jpg,big-image,https://media.alj.com/app/uploads/2020/07/feature-denso.jpg,,01/01/2001,,alj,JP,,,,,1,1,"2020-07-01 12:33:04",publish,abdul-latif-jameel-established-manufacturing-jv-with-denso-japan-for-saudi-arabia
66532,"2002 - Drive Communications established in UAE","<p>Abdul Latif Jameel launches Daihatsu distributorship in Algeria</p>
<p>Abdul Latif Jameel Motors opens a new dealership in Wuhan, China</p>
<p>Akio Toyoda, President of Toyota Motor Corporation, visited Chengdu dealership showroom</p>",en,,668480,"<p>Drive Communications provides media and advertising services to the region</p>",image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-drive-comm-1.jpg|https://media.alj.com/app/uploads/2020/07/big-drive-comm-2.jpg|https://media.alj.com/app/uploads/2020/07/big-drive-comm-3.jpg|https://media.alj.com/app/uploads/2020/07/big-drive-comm-4.jpg|https://media.alj.com/app/uploads/2020/07/big-drive-comm-5.jpg,||||,||||,https://media.alj.com/app/uploads/2020/07/globe-drive-comm.jpg,big-image,https://media.alj.com/app/uploads/2020/07/2002-Drive-Communications-established-in-UAE.jpg,https://media.alj.com/app/uploads/2020/07/small-drive-comm.jpg,01/01/2002,,alj,AE,,,,,1,1,"2020-07-01 12:37:03",publish,drive-communications-established-in-uae
66533,"2003- Toyota appoint Abdul Latif Jameel's Accessories & Conversion business as official Development Base","<p>Abdul Latif Jameel Saudi Arabian accessories and conversion business appointed as official Toyota Development Base. Toyota coordinates and integrates all development phases, from basic research to forward-looking technology development and product development to ensure that Toyota rapidly and continuously develops cutting-edge, high-quality, and appealing vehicles</p>
<p>Abdul Latif Jameel established extensive automotive aftermarket business in Saudi Arabia</p>
<p>Abdul Latif Jameel launched Lexus and Toyota dealerships in Monaco</p>",en,,668481,"<p>Appointment is a first for Toyota to make to a distributor-based business.  Toyota Motor Corporation coordinates and integrates all development phases</p>",image|image|image,https://media.alj.com/app/uploads/2020/07/big-base-1.jpg|https://media.alj.com/app/uploads/2020/07/big-base-2.jpg|https://media.alj.com/app/uploads/2020/07/big-base-3.jpg,||,||,https://media.alj.com/app/uploads/2020/07/globe-base.jpg,big-image,https://media.alj.com/app/uploads/2020/07/big-base-1.jpg,,01/01/2003,,alj,SA,,,,,1,1,"2020-07-01 12:40:41",publish,abdul-latif-jameel-saudi-arabian-accessories-conversion-business-appointed-as-official-toyota-development-base
66534,"2004 - Toyota Way philosophy introduced, including Kaizen principles","<p>Toyota Way philosophy introduced, including Kaizen principles. The Toyota Way is built on two pillars: Continuous Improvement, which takes in the concepts of Challenge, Kaizen and Genchi Genbutsu, and Respect for People, which embraces Respect and Teamwork.</p>
<p>Drive Communications established in Lebanon</p>
<p>Abdul Latif Jameel established Toyota &amp; Lexus dealerships in Germany</p>
<p>Abdul Latif Jameel established international headquarters in Beirut, Lebanon</p>",en,,668482,"<p> The Toyota Way is built on two pillars: Continuous Improvement and Respect for People</p>",image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-principles-1.jpg|https://media.alj.com/app/uploads/2020/07/big-principles-2.jpg|https://media.alj.com/app/uploads/2020/07/big-principles-3.jpg|https://media.alj.com/app/uploads/2020/07/big-principles-4.jpg|https://media.alj.com/app/uploads/2020/07/big-principles-5.jpg,||||,||||,https://media.alj.com/app/uploads/2020/07/globe-principles.jpg,big-image,https://media.alj.com/app/uploads/2020/07/feature-principles.jpg,,01/01/2004,,alj,SA,,,,,1,1,"2020-07-01 12:44:01",publish,toyota-way-philosophy-introduced-including-kaizen-principles
66535,"2005 - Abdul Latif Jameel launches Lexus dealership in Japan","<p> Lexus Nerima was Japan's first Lexus dealership set up with foreign capital, and was established at the request of Toyota Motor Corporation on the basis of strong sales performance of Lexus vehicles overseas </p>
<p>Abdul Latif Jameel celebrates 50th anniversary of relationship with Toyota Motor Corporation</p>
<p>Daihatsu distributorship established in Saudi Arabia</p>
<p>Drive Communications established in Algeria</p>
<p>Drive Communications signed JV agreement with DENTSU Japan</p>",en,,668483,"<p>Lexus Nerima was Japan's first Lexus dealership set up with foreign capital</p>",image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-lexus-1.jpg|https://media.alj.com/app/uploads/2020/07/big-lexus-2-1.jpg|https://media.alj.com/app/uploads/2020/07/big-lexus-3.jpg|https://media.alj.com/app/uploads/2020/07/big-lexus-4.jpg|https://media.alj.com/app/uploads/2020/07/big-lexus-5.jpg|https://media.alj.com/app/uploads/2020/07/big-lexus-6.jpg|https://media.alj.com/app/uploads/2020/07/big-lexus-7.jpg,||||||,||||||,https://media.alj.com/app/uploads/2020/07/globe-lexus-1.jpg,big-image,https://media.alj.com/app/uploads/2020/07/big-lexus-1.jpg,https://media.alj.com/app/uploads/2020/07/small-lexus-1.jpg,01/01/2005,,alj,JP,,,,,1,1,"2020-07-01 12:48:06",publish,abdul-latif-jameel-launches-lexus-dealership-in-japan
66537,"2006 - Abdul Latif Jameel launches Toyota & Lexus dealerships (Charles Clarke) in the UK","<p>Abdul Latif Jameel launches Daihatsu distributorship in Egypt</p>",en,,668484,"<p>Abdul Latif Jameel's Charles Clarke Toyota &amp; Lexus dealerships in Wolverhampton, UK launched</p>",image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-charles-1.jpg|https://media.alj.com/app/uploads/2020/07/big-charles-2.jpg|https://media.alj.com/app/uploads/2020/07/big-charles-3.jpg|https://media.alj.com/app/uploads/2020/07/big-charles-4.jpg|https://media.alj.com/app/uploads/2020/07/big-charles-5.jpg,||||,||||,https://media.alj.com/app/uploads/2020/07/globe-charles.jpg,big-image,https://media.alj.com/app/uploads/2020/07/big-charles-2.jpg,,01/01/2006,,alj,GB,,,,,1,1,"2020-07-01 12:50:58",publish,abdul-latif-jameel-launches-toyota-lexus-dealerships-charles-clarke-in-the-uk
66540,"2007 - Abdul Latif Jameel launches HINO Trucks distributorship in Algeria","<p>Drive-Dentsu established in Turkey</p>
<p>Abdul Latif Jameel Motors' Chengdu dealership won 2007 Golden Dealer Award in ALJ-FTMS comprehensive evaluation</p>",en,,668485,"<p>HINO Trucks distributorship in Algeria expands Abdul Latif Jameel's transportation portfolio in the country</p>",image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-hino-1.jpg|https://media.alj.com/app/uploads/2020/07/big-hino-2.jpg|https://media.alj.com/app/uploads/2020/07/big-hino-3.jpg|https://media.alj.com/app/uploads/2020/07/big-hino-4.jpg,|||,|||,https://media.alj.com/app/uploads/2020/07/globe-hino.jpg,big-image,https://media.alj.com/app/uploads/2020/07/big-hino-2.jpg,https://media.alj.com/app/uploads/2020/07/small-hino.jpg,01/01/2007,,alj,DZ,,,,,1,1,"2020-07-01 12:53:53",publish,abdul-latif-jameel-launches-hino-trucks-distributorship-in-algeria
66546,"2008 - Abdul Latif Jameel Motors' Chengdu dealership wins Golden Dealer Award","<p>DJ AUTO parts brand launched</p>",en,,668486,"<p>Following a comprehensive evaluation by FTMS, the Abdul Latif Jameel Motors' Chengdu dealership wins the prestigious Golden Dealer Award</p>",image|image,https://media.alj.com/app/uploads/2020/07/big-ftms-1.jpg|https://media.alj.com/app/uploads/2020/07/big-ftms-2.jpg,|,|,https://media.alj.com/app/uploads/2020/07/globe-ftms.jpg,big-image,https://media.alj.com/app/uploads/2020/07/2008-Abdul-Latif-Jameel-Motors-Chengdu-dealership-won-2008-Golden-Dealer-Award-in-ALJ-FTMS-comprehensive-evaluation.jpg,https://media.alj.com/app/uploads/2020/07/small-ftms.jpg,01/01/2008,,alj,CN,,,,,1,1,"2020-07-02 05:49:54",publish,abdul-latif-jameel-motors-chengdu-dealership-won-2008-golden-dealer-award-in-alj-ftms-comprehensive-evaluation
66547,"2009 - Abdul Latif Jameel launces Toyota distributorship in Turkey","<p>Abdul Latif Jameel launches HINO Trucks distributorship in Egypt</p>
<p>Drive-Dentsu established in Egypt</p>
<p>Abdul Latif Jameel Motors' Chengdu dealership won 2009 Silver Dealer Award in ALJ-FTMS comprehensive evaluation</p>",en,,668487,"<p>Abdul Latif Jameel expands its international transportation network with the launch of a new Toyota distributorship in Turkey</p>",image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-toyota-turkey-1.jpg|https://media.alj.com/app/uploads/2020/07/big-toyota-turkey-2.jpg|https://media.alj.com/app/uploads/2020/07/big-toyota-turkey-3.jpg|https://media.alj.com/app/uploads/2020/07/big-toyota-turkey-4.jpg|https://media.alj.com/app/uploads/2020/07/big-toyota-turkey-5.jpg|https://media.alj.com/app/uploads/2020/07/big-toyota-turkey-6.jpg|https://media.alj.com/app/uploads/2020/07/big-toyota-turkey-7.jpg,||||||,||||||,https://media.alj.com/app/uploads/2020/07/globe-toyota-turkey.jpg,big-image,https://media.alj.com/app/uploads/2020/07/2009-Abdul-Latif-Jameel-launces-Toyota-distributorship-in-Turkey.jpg,,01/01/2009,,alj,TR,,,,,1,1,"2020-07-02 05:54:07",publish,abdul-latif-jameel-launces-toyota-distributorship-in-turkey
66548,"2010 - Abdul Latif Jameel launches HINO Truck distributorship in Morocco","<p>Abdul Latif Jameel launches the Japanese brand HINO Truck distributorship in Morocco, extending the businesses transportation networks and adding new countries to the brand representation in North Africa.</p>
<p>Abdul Latif Jameel Motors' Chengdu dealership won 2010 Golden Dealer Award in ALJ-FTMS comprehensive evaluation</p>",en,,668488,"<p>Abdul Latif Jameel expands HINO Truck's brand representation across MENA</p>",image|image|image,https://media.alj.com/app/uploads/2020/07/small-hino-1-1.jpg|https://media.alj.com/app/uploads/2020/07/small-hino-2.jpg|https://media.alj.com/app/uploads/2020/07/small-hino-3.jpg,||,||,https://media.alj.com/app/uploads/2020/07/small-hino-1-1.jpg,big-image,https://media.alj.com/app/uploads/2020/07/small-hino-1-1.jpg,https://media.alj.com/app/uploads/2020/07/small-hino-4.jpg,01/01/2010,,alj,MA,,,,,1,1,"2020-07-02 05:56:24",publish,abdul-latif-jameel-launches-hino-truck-distributorship-in-morocco
66549,"2011 - Abdul Latif Jameel expands automotive aftermarket manufacturing into China & Malaysia","<p>Abdul Latif Jameel Motors' Chengdu dealership won 2011 Silver Dealer Award in ALJ-FTMS comprehensive evaluation</p>
<p>Toyota Turkey wins Silver Effie Award</p>",en,,668489,"<p>Abdul Latif Jameel acquires FBK Malaysia, the South-East Asian leading vehicle brake components manufacturer</p>",image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-brake-1.jpg|https://media.alj.com/app/uploads/2020/07/big-brake-2.jpg|https://media.alj.com/app/uploads/2020/07/big-brake-3.jpg|https://media.alj.com/app/uploads/2020/07/big-brake-4.jpg|https://media.alj.com/app/uploads/2020/07/big-brake-5.jpg,||||,||||,https://media.alj.com/app/uploads/2020/07/globe-brake.jpg,big-image,https://media.alj.com/app/uploads/2020/07/feature-brake.jpg,,01/01/2011,,alj,MY,,,,,1,1,"2020-07-02 06:01:10",publish,abdul-latif-jameel-expands-automotive-aftermarket-manufacturing-into-china-malaysia
66550,"2012 - International Operations HQ relocates from Beirut to Dubai, UAE","<p>Abdul Latif Jameel's International Operations headquaters relocates from Beirut, Lebanon to Dubai, UAE</p>
<p>As part of the strategy of diversification the Energy and Environmental Services division established</p>
<p>Drive-Dentsu launched in Ivory Coast</p>
<p>Financial services business (ALJ Finansman) established in Turkey</p>",en,,668490,"<p>Energy and Environmental Services division established</p>",image|image|image|image|image,https://media.alj.com/app/uploads/2019/12/Dubai-Skyline.jpg|https://media.alj.com/app/uploads/2020/07/big-beirut-2-1.jpg|https://media.alj.com/app/uploads/2020/07/big-beirut-1-1.jpg|https://media.alj.com/app/uploads/2020/07/big-beirut-3-1.jpg|https://media.alj.com/app/uploads/2020/07/big-beirut-4-1.jpg,||||,||||,https://media.alj.com/app/uploads/2019/12/Dubai-Skyline.jpg,big-image,https://media.alj.com/app/uploads/2019/12/Dubai-Skyline.jpg,,01/01/2012,,alj,AE,,,,,1,1,"2020-07-02 06:05:00",publish,international-operations-hq-relocates-from-beirut-to-dubai-uae
66551,"2013 - Abdul Latif Jameel Land is established","<p>After decades serving internal Abdul Latif Jameel businesses as real estate and property clients, a new Land and Real Estate division (Abdul Latif Jameel Land) established with eyes on residential and commercial development continuing the diversification</p>
<p>Abdul Latif Jameel Ford distributorship (Auto Jameel) launched in Egypt</p>
<p>Abdul Latif Jameel launches Komatsu distributorship launched in Saudi Arabia</p>
<p>Abdul Latif Jameel acquires 'ClimArt' vehicle refrigeration conversion manufacturer in Turkey</p>",en,,668491,"<p>Diversification continues as a Land and Real Estate division is established</p>",image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-real-1.jpg|https://media.alj.com/app/uploads/2020/07/big-real-2.jpg|https://media.alj.com/app/uploads/2020/07/big-real-3.jpg|https://media.alj.com/app/uploads/2020/07/big-real-4.jpg|https://media.alj.com/app/uploads/2020/07/big-real-5.jpg,||||,||||,https://media.alj.com/app/uploads/2020/07/globe-real.jpg,big-image,https://media.alj.com/app/uploads/2020/07/big-real-1.jpg,https://media.alj.com/app/uploads/2020/07/small-real.jpg,01/01/2013,,alj,SA,,,,,1,1,"2020-07-02 06:09:12",publish,land-and-real-estate-division-abdul-latif-jameel-land-established
66553,"2014 - Abdul Latif Jameel Energy, enters JV partnership with Fotowatio Renewable Ventures (FRV)","<p>Abdul Latif Jameel signs MoU for potential JV projects with renowned UAE develop EMAAR properties of UAE</p>
<p>Abdul Latif Jameel Motors' Chengdu dealership won 2014 Golden Dealer Award in ALJ-FTMS comprehensive evaluation</p>
<p>ALJ Finansman Turkey wins the Capital Finance 'Best Consumer Finance Service Provider Award'</p>
<p>ALJ Finansman Turkey wins 'Finance Company of the Year' Eurasia Award</p>
<p>Toyota Turkey wins Bronze Effie Award</p>",en,,668492,"<p>The partnership is set to accelerate the growth of the Energy &amp; Environmental Services division</p>",image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-frv-1.jpg|https://media.alj.com/app/uploads/2020/07/big-frv-2.jpg|https://media.alj.com/app/uploads/2020/07/big-frv-3.jpg|https://media.alj.com/app/uploads/2020/07/big-frv-4.jpg|https://media.alj.com/app/uploads/2020/07/big-frv-5.jpg|https://media.alj.com/app/uploads/2020/07/big-frv-6.jpg,|||||,|||||,https://media.alj.com/app/uploads/2020/07/globe-frv.jpg,big-image,https://media.alj.com/app/uploads/2020/07/feature-frv.jpg,,01/01/2014,,alj,ES,,,,,1,1,"2020-07-02 06:13:24",publish,abdul-latif-jameel-energy-enters-jv-partnership-with-fotowatio-renewable-ventures-frv
66554,"2015 - Abdul Latif Jameel Energy acquires Fotowatio Renewable Ventures (FRV)","<p>After a fruitful partnership Abdul Latif Jameel Energy wholly acquires Fotowatio Renewable Ventures (FRV), making it the largest solar PV developer in the GCC and one of the largest worldwide</p>
<p>Abdul Latif Jameel Motors (Saudi Arabia) celebrates 60th anniversary of relationship with Toyota Motor Corporation</p>
<p>Abdul Latif Jameel Motors' Chengdu dealership won 2015 Golden Dealer Award in ALJ-FTMS comprehensive evaluation</p>
<p>ALJ Finansman Turkey wins 'Best Auto Financing Company' award by International Finance Magazine</p>
<p>Toyota Turkey wins ‘Value Chain Champions Competition’ award for the third time</p>
<p>Toyota Turkey recognized as one of Turkey's best employers, winning the 'Great Place to Work' award</p>
<p>Toyota Turkey wins Mediacat Felis Award</p>",en,,668493,"<p>Making it the largest solar PV developer in the GCC and one of the largest worldwide</p>",image|image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-foto-1.jpg|https://media.alj.com/app/uploads/2020/07/big-foto-2.jpg|https://media.alj.com/app/uploads/2020/07/big-foto-3.jpg|https://media.alj.com/app/uploads/2020/07/big-foto-4.jpg|https://media.alj.com/app/uploads/2020/07/big-foto-5.jpg|https://media.alj.com/app/uploads/2020/07/big-foto-6.jpg|https://media.alj.com/app/uploads/2020/07/big-foto-7.jpg|https://media.alj.com/app/uploads/2020/07/big-foto-8.jpg,|||||||,|||||||,https://media.alj.com/app/uploads/2020/07/globe-foto.jpg,big-image,https://media.alj.com/app/uploads/2020/07/big-foto-1-1.jpg,https://media.alj.com/app/uploads/2020/07/small-foto.jpg,01/01/2015,,alj,ES,,,,,1,1,"2020-07-02 06:18:34",publish,abdul-latif-jameel-energy-acquires-fotowatio-renewable-ventures-frv
66555,"2016 - Abdul Latif Jameel launches OTOShops transforming pre-owned vehicle retail in Turkey","<p>OTOShops, innovative all-makes pre-owned vehicle retail brand is launched in multiple sites across Turkey seeking to transform the consumers' used car buying ownership experience</p>
<p>Abdul Latif Jameel acquires, specialist design/conversion company, NSV Automotive in UAE</p>
<p>Abdul Latif Jameel launches Ford Trucks distributorship in Egypt</p>
<p>Abdul Latif Jameel Motors' Chengdu dealership won 2016 Golden Dealer Award in ALJ-FTMS comprehensive evaluation</p>
<p>Lexus brand launched in Turkey</p>
<p>Construction of J-ONE residential complex commences in Jeddah, Saudi Arabia, Abdul Latif Jameel Land's first residential development</p>
<p>Abdul Latif Jameel Motors' Qingdao dealership won 2016 Golden Dealer Award in ALJ-FTMS comprehensive evaluation</p>",en,,668494,"<p>The new all-makes pre-owned vehicle retail concept set to transform the consumers' buying and ownership experience</p>",image|image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-oto-1-1.jpg|https://media.alj.com/app/uploads/2020/07/big-oto-2.jpg|https://media.alj.com/app/uploads/2020/07/big-oto-3.jpg|https://media.alj.com/app/uploads/2020/07/big-oto-4.jpg|https://media.alj.com/app/uploads/2020/07/big-oto-5.jpg|https://media.alj.com/app/uploads/2020/07/big-oto-6.jpg|https://media.alj.com/app/uploads/2020/07/big-oto-7.jpg|https://media.alj.com/app/uploads/2020/07/big-oto-8.jpg,|||||||,|||||||,https://media.alj.com/app/uploads/2020/07/globe-oto.jpg,big-image,https://media.alj.com/app/uploads/2020/07/feature-oto.jpg,,01/01/2016,,alj,TR,,,,,1,1,"2020-07-02 06:22:44",publish,abdul-latif-jameel-launches-otoshops-pre-owned-vehicle-retail-brand-launched-in-turkey-to-transform-the-consumers-used-car-buying-ownership-experience
66556,"2017 - Abdul Latif Jameel Energy launches Almar Water Solutions","<p>Abdul Latif Jameel Energy launches Almar Water Solutions, a global water infrastructure development business with expertise in desalination, water and wastewater treatment</p>
<p>Abdul Latif Jameel Electronics launches Redsea.com ecommerce and rebrands consumer store network in Saudi Arabia</p>
<p>Abdul Latif Jameel and Four Principles announce joint venture to launch a new, dedicated Lean Management consultancy</p>
<p>Abdul Latif Jameel Motors' Qingdao dealership won 2017 Silver Dealer Award in ALJ-FTMS comprehensive evaluation</p>
<p>Toyota Turkey wins Toyota Motor Corporation (TMC) Annual Sales Record Award</p>
<p>Toyota Turkey recognized as one of Turkey's best employers, winning the 'Great Place to Work' award'</p>",en,,668495,"<p>A global water infrastructure development business</p>",image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-almar-1.jpg|https://media.alj.com/app/uploads/2020/07/big-almar-2.jpg|https://media.alj.com/app/uploads/2020/07/big-almar-3.jpg|https://media.alj.com/app/uploads/2020/07/big-almar-4.jpg|https://media.alj.com/app/uploads/2020/07/big-almar-5.jpg|https://media.alj.com/app/uploads/2020/07/big-almar-6.jpg,|||||,|||||,https://media.alj.com/app/uploads/2020/07/globe-almar.jpg,big-image,https://media.alj.com/app/uploads/2020/07/2017-Abdul-latif-Jameel-Energy-launches-Almar-Water-Solutions.jpg,https://media.alj.com/app/uploads/2020/07/small-almar.jpg,01/01/2017,,alj,ES,,,,,1,1,"2020-07-02 06:25:51",publish,abdul-latif-jameel-energy-launches-almar-water-solutions
66557,"2018 - JV with Delphys Japan establishes DelphysME","<p>A new joint venture with Delphys Japan is announced to establish DelphysME (replacing the Drive Dentsu brand)</p>
<p>Abdul Latif Jameel Machinery announce partnership with KANOO Machinery</p>
<p>Lexus brand launched in Morocco</p>
<p>Abdul Latif Jameel Land's first residential project, J│ONE a 242 apartment luxury residential development Jeddah’s Al Salamah district, completed</p>
<p>Abdul Latif Jameel Motors' Chengdu dealership won 2018 Silver Dealer Award in ALJ-FTMS comprehensive evaluation</p>
<p>Abdul Latif Jameel Land's second residential project, Gallery N, 21 apartment development based in Jeddah’s Al Nadah district, completed</p>
<p>Strategic investment in RIVIAN US EV start-up (which began in 2008) made public</p>
<p>Toyota Accessories Development Middle East (TADME) first of its kind joint venture (JV) with Toyota Motor Corporation established</p>
<p>Abdul Latif Jameel Machinery appointed distributor for BT Warehousing Equipment in Saudi Arabia</p>
<p>ALJ Finansman Turkey's Nilüfer Günhan is honored in ‘Turkey’s Most Powerful 50 Women CEO’ List</p>",en,,668496,"<p>DelphysME is a new full service advertising agency</p>",image|image|image|image|image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-jv-1.jpg|https://media.alj.com/app/uploads/2020/07/big-jv-2.jpg|https://media.alj.com/app/uploads/2020/07/big-jv-3.jpg|https://media.alj.com/app/uploads/2020/07/big-jv-4.jpg|https://media.alj.com/app/uploads/2020/07/big-jv-5.jpg|https://media.alj.com/app/uploads/2020/07/big-jv-6.jpg|https://media.alj.com/app/uploads/2020/07/big-jv-7.jpg|https://media.alj.com/app/uploads/2020/07/big-jv-8.jpg|https://media.alj.com/app/uploads/2020/07/big-jv-9.jpg|https://media.alj.com/app/uploads/2020/07/big-jv-10.jpg|https://media.alj.com/app/uploads/2020/07/big-jv-11.jpg,||||||||||,||||||||||,https://media.alj.com/app/uploads/2020/07/globe-jv.jpg,big-image,https://media.alj.com/app/uploads/2016/10/Delphys-Card-1.png,,01/01/2018,,alj,AE,,,,,1,1,"2020-07-02 06:30:34",publish,jv-with-delphys-japan-establishes-delphysme
66558,"2019 - Almar Water awarded project to build Kenya's largest desalination plant in Mombasa County","<p>Abdul Latif Jameel Land's third residential project, Dari Q, 158 apartment development in Jeddah, begins construction Q1/19</p>
<p>Muheel Facilities Management JV launched with Al Muhaidib Group, creating one of the countries largest full-service facilities management companies</p>
<p>Almar Water Solutions and Abdul Latif Jameel Enterprises part of consortium to build Saudi Arabia's 2nd largest desalination plant Shuqaiq III</p>
<p>Abdul Latif Jameel Motors' Chengdu dealership won 2019 Silver Dealer Award in ALJ-FTMS comprehensive evaluation</p>
<p>Abdul Latif Jameel Motors celebrates 20 year anniversary in China (now 9 Toyota/Lexus locations)</p>
<p>Abdul Latif Jameel Energy's FRV inaugurates the first two (of four) solar PV plant projects; together these will generate a total of 134 MW DC - enough to supply more than 40,500 households and avoid the emission of more than 200,000 tons of CO2 per year</p>",en,,668497,"<p>Proposed plant will produce over 100,000 cubic meters of clean water per day, for over 1 million people</p>",image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-kenya-1.jpg|https://media.alj.com/app/uploads/2020/07/big-kenya-2.jpg|https://media.alj.com/app/uploads/2020/07/big-kenya-3.jpg|https://media.alj.com/app/uploads/2020/07/big-kenya-4.jpg,|||,|||,https://media.alj.com/app/uploads/2020/07/globe-kenya.jpg,big-image,https://media.alj.com/app/uploads/2020/07/big-kenya-1-1.jpg,,01/01/2019,,alj,KE,,,,,1,1,"2020-07-02 06:33:49",publish,almar-water-awarded-project-to-build-kenyas-largest-desalination-plant-in-mombasa-county
66559,"2020 - Abdul Latif Jameel celebrates 75 years of business with a purpose","<p>At Abdul Latif Jameel, 2020 brings us cause for special celebration as it marks our 75th anniversary. From the visionary entrepreneurial start-up of our late founder in 1945, to the global diversified business and philanthropic foundation of today; together, we have come a long way. And on the way, we have never comprised our founding values, which have underpinned our success.</p>
<p>Abdul Latif Jameel and Japanese Organization for Medical Device Development (JOMD) announce incubator partnership to bring innovative Japanese medical device technology to developing markets.</p>
<p>Jameel Investment Management, invests in California's JOBY Aviation, the World's best funded flying-taxi start-up.</p>
<p>Four Principles celebrates 10th anniversary.</p>
<p>Abdul Latif Jameel Energy's FRV secures funding for Winton Solar Farm, marking FRV's 6th utility-scale project in Australia.</p>
<p>Shuqaiq 3 desalination plant, Saudi Arabia, receives “Contract of the Year” award.</p>
<p>Toyota tops Fortune magazine’s 2020 “World’s Most Admired Companies” for 6th consecutive year.</p>",en,,668498,"<p>Abdul Latif Jameel celebrates 75 years of business with a purpose</p>",image|image|image|image|image|image|image,https://media.alj.com/app/uploads/2020/07/big-celebrates-1.jpg|https://media.alj.com/app/uploads/2020/07/big-celebrates-2.jpg|https://media.alj.com/app/uploads/2020/07/big-celebrates-3.jpg|https://media.alj.com/app/uploads/2020/07/big-celebrates-4.jpg|https://media.alj.com/app/uploads/2020/07/big-celebrates-5.jpg|https://media.alj.com/app/uploads/2020/07/big-celebrates-7.jpg|https://media.alj.com/app/uploads/2020/11/Toyota-Image-scaled.jpg,||||||,||||||,https://media.alj.com/app/uploads/2020/07/globe-celebrates.jpg,big-image,https://media.alj.com/app/uploads/2020/07/feature-celebrates.jpg,,01/01/2020,,alj,AE,,,,,1,1,"2020-07-02 06:39:06",publish,abdul-latif-jameel-celebrates-75-years-of-business-with-a-purpose
